"info_id","emp_id","number_consumers","dishes_count","accounts_payable","use_start_time","lock_time","order_status","phone","name"
628,1602,3,20,842,"2016/8/8 20:05:56","2016/8/8 20:17:49",1,18688880801,"≤ÒÿΩ—¥"
663,1320,8,20,782,"2016/8/8 20:21:07","2016/8/8 20:29:44",1,18688880519,"∑·’’√Ò"
504,1125,4,14,699,"2016/8/8 21:03:30","2016/8/8 21:17:31",1,18688880317,"÷‹◊”–˘"
516,1177,2,7,138,"2016/8/8 21:48:59","2016/8/8 22:04:54",1,18688880356,"ÀÔæ≤≤®"
338,982,2,6,201,"2016/8/9 11:18:41","2016/8/9 11:27:27",1,18688880001,"“∂“‡ø≠"
285,1087,2,5,147,"2016/8/9 12:20:06","2016/8/9 12:24:57",1,18688880166,"Õı¡¢ˆŒ"
165,1097,10,21,1147,"2016/8/9 12:47:08","2016/8/9 12:58:44",1,18688880176,"”⁄∫ÍŒ∞"
242,991,3,11,224,"2016/8/9 13:26:52","2016/8/9 13:30:02",1,18688880010,"¬Ûø≠‘Û"
751,1228,6,14,407,"2016/8/9 17:37:47","2016/8/9 17:49:47",1,18688880426,"–Ï”Ó©"
635,1184,6,7,255,"2016/8/9 18:00:03","2016/8/9 18:11:16",1,18688880363,"’‘ü@Œı"
534,1132,2,10,356,"2016/8/9 18:00:30","2016/8/9 18:08:06",1,18688880261,"Œ∫≤”"
748,1137,6,10,441,"2016/8/9 18:40:37","2016/8/9 18:54:29",1,18688880266,"≥¬”ËÕÆ"
478,1099,7,15,485,"2016/8/9 20:04:02","2016/8/9 20:10:02",1,18688880178,"ÕıË˜©"
1011,1255,2,10,577,"2016/8/9 20:35:29","2016/8/9 20:52:29",1,18688880453,"“¶–ÏÃÏ"
537,1378,8,11,403,"2016/8/9 20:41:01","2016/8/9 20:47:01",1,18688880577,"÷Ÿº—∫¿"
656,1502,2,6,202,"2016/8/9 20:41:07","2016/8/9 20:50:45",1,18688880701,"≥Ã”Í‘Û"
618,1123,6,12,877,"2016/8/9 20:57:50","2016/8/9 21:15:34",1,18688880252,"Õıæ≤Œƒ"
772,1112,2,7,129,"2016/8/9 21:16:04","2016/8/9 21:25:52",1,18688880191,"Õı∫∆≥ø"
759,1159,4,7,392,"2016/8/9 21:42:18","2016/8/9 21:46:24",1,18688880288,"–Ï‘¬"
416,1117,2,12,418,"2016/8/10 11:09:23","2016/8/10 11:17:23",1,18688880196,"÷”Ïœƒ˛"
422,1113,8,7,304,"2016/8/10 11:11:25","2016/8/10 11:29:25",1,18688880192,"’‘∫ÍŒƒ"
314,1088,8,23,694,"2016/8/10 11:58:52","2016/8/10 12:03:46",1,18688880167,"’‘÷æ∏’"
427,1100,2,9,582,"2016/8/10 12:10:18","2016/8/10 12:18:18",1,18688880179,"∞◊‘∆∂"
294,990,3,5,155,"2016/8/10 12:57:43","2016/8/10 13:12:13",1,18688880009,"’≈•”Í"
344,1343,2,4,134,"2016/8/10 13:14:42","2016/8/10 13:30:42",1,18688880542,"¿‰”Í∑≤"
460,1224,10,14,627,"2016/8/10 17:32:38","2016/8/10 17:39:38",1,18688880479,"‘¨ ´∆Â"
595,1214,4,7,416,"2016/8/10 17:33:32","2016/8/10 17:51:32",1,18688880413,"…ÚºŒ“«"
678,1183,7,7,160,"2016/8/10 17:40:49","2016/8/10 17:55:49",1,18688880362,"’≈µŸ∑∆"
555,1439,2,16,912,"2016/8/10 17:48:24","2016/8/10 18:03:47",1,18688880638,"√Á‘∂«Â"
662,1314,10,10,560,"2016/8/10 17:55:20","2016/8/10 18:09:56",1,18688880513,"∑·º—ÕÆ"
468,1136,2,18,839,"2016/8/10 18:59:23","2016/8/10 19:05:32",1,18688880265,"ÀÔ±¥≥ø"
441,1534,4,7,265,"2016/8/10 19:35:20","2016/8/10 19:57:43",1,18688880733,"≤ÃÍª¡ÿ"
764,1466,8,13,830,"2016/8/10 19:39:43","2016/8/10 19:47:43",1,18688880664,"∑∂Í◊∏Ÿ"
737,1197,8,10,708,"2016/8/10 19:54:12","2016/8/10 20:02:45",1,18688880376,"∫˙√ŒÕ©"
637,1207,6,8,282,"2016/8/10 19:55:04","2016/8/10 20:03:42",1,18688880406,"’‘ˆ¶´h"
536,1142,4,15,684,"2016/8/10 20:03:09","2016/8/10 20:15:09",1,18688880271,"’≈–ÒΩ≠"
732,1153,5,14,426,"2016/8/10 20:14:47","2016/8/10 20:19:47",1,18688880282,"Ω≠“ªÏ "
616,1133,2,4,160,"2016/8/10 20:34:59","2016/8/10 20:49:59",1,18688880262,"ÕıÀº◊ø"
716,1112,8,16,824,"2016/8/10 20:40:20","2016/8/10 20:57:20",1,18688880191,"Õı∫∆≥ø"
774,1138,3,8,314,"2016/8/10 21:50:35","2016/8/10 22:04:05",1,18688880122,"∑Î…ŸªÕ"
412,1169,5,9,270,"2016/8/11 11:59:54","2016/8/11 12:07:18",1,18688880298,"ÀÔÓÏ‰™"
346,1520,5,10,401,"2016/8/11 12:07:44","2016/8/11 12:22:44",1,18688880719,"—¶∑∆∑∆"
369,1467,8,5,190,"2016/8/11 12:54:55","2016/8/11 12:59:55",1,18688880666,"∑∂–°›’"
409,1108,4,20,690,"2016/8/11 12:55:39","2016/8/11 13:09:02",1,18688880187,"’‘≤©∫≠"
298,1098,5,10,341,"2016/8/11 13:08:58","2016/8/11 13:20:58",1,18688880177,"’‘‘¬∫≠"
390,1507,6,13,560,"2016/8/11 13:26:18","2016/8/11 13:39:18",1,18688880706,"Œ∫ÏœœË"
1147,1211,5,11,448,"2016/8/11 17:03:49","2016/8/11 17:21:49",1,18688880410,"–Ï∫£—‡"
1115,1603,5,26,853,"2016/8/11 17:04:07","2016/8/11 17:14:07",1,18688880802,"≤Ò”‹Œ´"
726,1145,4,12,364,"2016/8/11 17:37:41","2016/8/11 17:42:41",1,18688880274,"ÀÔ◊”∫„"
600,1126,4,6,224,"2016/8/11 18:03:59","2016/8/11 18:15:59",1,18688880255,"≥¬”Ë∫≠"
587,1095,8,8,438,"2016/8/11 18:16:24","2016/8/11 18:23:24",1,18688880174,"’‘”±"
498,1596,8,6,175,"2016/8/11 20:00:55","2016/8/11 20:12:55",1,18688880795,"∏ﬂº“√Ø"
680,1259,4,17,592,"2016/8/11 20:43:11","2016/8/11 20:58:11",1,18688880457,"∫˙÷æπ„"
591,1178,10,8,643,"2016/8/11 21:20:51","2016/8/11 21:25:51",1,18688880357,"’‘±˚æ¸"
1132,1219,7,23,838,"2016/8/11 21:41:35","2016/8/11 21:54:35",1,18688880418,"∫˙ππ⁄"
352,1319,3,5,116,"2016/8/12 12:19:41","2016/8/12 12:28:25",1,18688880518,"Œ¿œ˛¿ˆ"
405,1155,8,16,802,"2016/8/12 12:53:27","2016/8/12 13:01:28",1,18688880284,"ÀÔ—«–À"
421,1225,4,9,301,"2016/8/12 13:22:23","2016/8/12 13:28:33",1,18688880423,"’‘Àº◊⁄"
170,1539,4,12,450,"2016/8/12 13:33:28","2016/8/12 13:39:20",1,18688880738,"≤Ã∑´Ã‚"
389,1523,4,6,213,"2016/8/12 13:42:58","2016/8/12 13:49:37",1,18688880722,"œƒ√ØÃÏ"
601,1010,10,7,152,"2016/8/12 17:25:35","2016/8/12 17:31:40",1,18688880029,"‘¨º“»Ô"
684,1094,8,9,511,"2016/8/12 18:05:23","2016/8/12 18:28:23",1,18688880173,"ÀÔŒıø≠"
699,1146,2,8,185,"2016/8/12 18:07:37","2016/8/12 18:19:39",1,18688880275,"’‘»ÙÕÆ"
453,987,5,14,378,"2016/8/12 18:11:22","2016/8/21 18:26:19",1,18688880006,"“◊◊”Ïß"
479,1276,3,14,843,"2016/8/12 18:51:41","2016/8/12 19:05:11",1,18688880474,"’‘¿§"
623,1108,2,15,510,"2016/8/12 19:05:04","2016/8/12 19:16:31",1,18688880187,"’‘≤©∫≠"
510,1216,6,9,169,"2016/8/12 19:09:29","2016/8/12 19:22:05",1,18688880415,"¥ﬁ∫∆ÍÕ"
765,1240,8,18,739,"2016/8/12 19:27:59","2016/8/12 19:52:59",1,18688880438,"∫˙≤©∫Ω"
472,1075,4,15,604,"2016/8/12 19:28:42","2016/8/12 19:46:01",1,18688880101,"’‘”ÒŸª"
704,1476,2,3,129,"2016/8/12 19:52:28","2016/8/12 19:57:37",1,18688880675,"–¡¥´‘Û"
438,1260,4,10,380,"2016/8/12 19:55:18","2016/8/12 20:08:21",1,18688880458,"∫˙ª™"
1176,1554,4,9,227,"2016/8/12 20:16:40","2016/8/12 20:21:59",1,18688880753,"Õı÷™“ª"
686,1246,4,10,332,"2016/8/12 20:22:17","2016/8/12 20:37:34",1,18688880444,"ÕÙŒƒÍª"
630,1173,8,7,432,"2016/8/12 20:27:44","2016/8/12 20:41:12",1,18688880352,"∫˙“‚¡÷"
842,1200,2,6,125,"2016/8/13 11:05:06","2016/8/13 11:11:54",1,18688880379,"¿ÓŒ∞‘Û"
817,1125,6,18,517,"2016/8/13 11:06:13","2016/8/13 11:18:49",1,18688880254,"’‘π‚∂®"
424,1548,8,11,394,"2016/8/13 11:11:04","2016/8/13 11:16:41",1,18688880747,"Õı≈À≈À"
799,1548,8,14,733,"2016/8/13 11:15:38","2016/8/13 11:24:45",1,18688880747,"Õı≈À≈À"
786,1549,6,15,675,"2016/8/13 11:18:28","2016/8/13 11:29:42",1,18688880748,"Õıø¬√»"
897,1550,6,18,619,"2016/8/13 11:22:19","2016/8/13 11:30:10",1,18688880749,"Õı‹∑»„"
805,1551,8,12,789,"2016/8/13 11:31:10","2016/8/13 11:50:28",1,18688880750,"ÕıΩı≈Ù"
887,1256,6,15,786,"2016/8/13 11:37:31","2016/8/13 11:30:31",1,18688880454,"∫˙‚˘»ª"
849,1410,8,17,614,"2016/8/13 11:38:05","2016/8/13 11:46:51",1,18688880609,"ƒ˛≥ø∫∆"
901,1215,8,19,767,"2016/8/13 11:43:34","2016/8/13 11:51:21",1,18688880414,"ÀÔ“Ó©"
899,1141,10,14,612,"2016/8/13 12:18:54","2016/8/13 12:21:56",1,18688880123,"¿∂√Œ¡’"
843,1270,2,6,173,"2016/8/13 12:26:57","2016/8/13 12:41:33",1,18688880468,"’‘‘¬«Ì"
275,1318,2,5,484,"2016/8/13 12:32:39","2016/8/13 12:36:14",1,18688880517,"º™Ë§¡÷"
882,1192,6,10,516,"2016/8/13 12:39:17","2016/8/13 12:50:24",1,18688880371,"≥¬«Ï §"
414,1264,9,12,248,"2016/8/13 12:56:59","2016/8/13 13:01:33",1,18688880462,"∫˙ƒ¬»ª"
861,1178,9,4,222,"2016/8/13 12:59:01","2016/8/13 13:16:45",1,18688880357,"’‘±˚æ¸"
886,1292,3,8,298,"2016/8/13 13:04:25","2016/8/13 13:22:12",1,18688880491,"∆—¿Ω‚˝"
308,1229,4,13,425,"2016/8/13 13:05:49","2016/8/13 13:23:12",1,18688880427,"∫˙≥øÍÿ"
898,1260,4,3,206,"2016/8/13 13:13:02","2016/8/13 13:16:29",1,18688880458,"∫˙ª™"
818,1109,4,8,503,"2016/8/13 13:25:17","2016/8/13 13:37:18",1,18688880188,"¿Ó∫Ë·¬"
243,1344,2,4,125,"2016/8/13 13:31:44","2016/8/13 13:34:24",1,18688880543,"›˛—«∫¨"
349,1305,3,8,278,"2016/8/13 13:32:03","2016/8/13 13:47:34",1,18688880504,"ƒæÙ¿›⁄"
891,1139,6,7,715,"2016/8/13 13:40:28","2016/8/13 13:49:06",1,18688880222,"∑Î”±"
825,1171,5,11,567,"2016/8/13 13:44:46","2016/8/13 13:58:11",1,18688880350,"’≈∆Ω"
853,1147,6,17,636,"2016/8/13 13:59:10","2016/8/13 14:09:23",1,18688880276,"–Ï“„∑≤"
1167,1214,2,19,755,"2016/8/13 17:05:58","2016/8/13 17:10:42",1,18688880413,"…ÚºŒ“«"
1044,1247,4,5,164,"2016/8/13 17:08:13","2016/8/13 17:21:44",1,18688880445,"»ŒˆŒ"
1065,1196,4,10,359,"2016/8/13 17:22:48","2016/8/13 17:34:05",1,18688880375,"–Ï”Í‹«"
1090,1346,3,13,502,"2016/8/13 17:24:30","2016/8/13 17:40:57",1,18688880545,"›˛—„∑…"
1284,1113,8,23,946,"2016/8/13 17:34:15","2016/8/13 17:43:59",1,18688880192,"’‘∫ÍŒƒ"
1074,1254,6,10,477,"2016/8/13 17:48:41","2016/8/13 18:01:48",1,18688880452,"’‘Œ∞√Ò"
1271,1188,4,8,236,"2016/8/13 17:49:57","2016/8/13 18:07:56",1,18688880367,"“¶¿ˆ"
1091,1155,8,10,268,"2016/8/13 18:05:49","2016/8/13 18:14:02",1,18688880284,"ÀÔ—«–À"
643,1503,7,14,403,"2016/8/13 18:06:22","2016/8/13 18:12:31",1,18688880702,"Œ∫º—¿÷"
1197,1170,6,17,792,"2016/8/13 18:07:07","2016/8/13 18:13:57",1,18688880299,"’‘◊¬»ª"
1245,1122,9,15,459,"2016/8/13 18:20:23","2016/8/13 18:34:15",1,18688880316,"÷ÏÓ⁄"
1110,1508,3,12,424,"2016/8/13 18:21:32","2016/8/13 18:31:06",1,18688880707,"Œ∫ÏœΩ‹"
667,1128,10,11,354,"2016/8/13 18:22:08","2016/8/13 18:27:32",1,18688880257,"’≈ø£“Ô"
1134,1536,5,22,719,"2016/8/13 18:38:58","2016/8/13 18:53:18",1,18688880735,"≤ÃÀ›Ë∫"
1188,1088,8,21,1048,"2016/8/13 18:39:17","2016/8/13 18:45:35",1,18688880167,"’‘÷æ∏’"
1191,1141,6,5,122,"2016/8/13 18:47:46","2016/8/13 18:55:40",1,18688880270,"∫˙æÿ“Á"
654,1073,6,16,511,"2016/8/13 19:11:20","2016/8/13 19:17:32",1,18688880098,"π®Ÿª"
1308,1277,8,12,749,"2016/8/13 19:12:17","2016/8/13 19:24:57",1,18688880475,"’≈Ÿª—©"
1311,1166,5,29,976,"2016/8/13 19:22:02","2016/8/13 19:36:35",1,18688880295,"’‘¥Á„„"
457,1125,4,10,404,"2016/8/13 19:23:40","2016/8/13 19:38:31",1,18688880317,"÷‹◊”–˘"
1178,1351,10,18,1129,"2016/8/13 19:33:11","2016/8/13 19:43:25",1,18688880550,"¬Û∂´π„"
693,1015,3,7,212,"2016/8/13 19:41:23","2016/8/13 19:51:52",1,18688880034,"‘¨Ïı∆Ù"
1301,1114,2,22,625,"2016/8/13 20:01:21","2016/8/13 20:13:06",1,18688880193,"…€Í≈–¶"
1131,1019,6,11,206,"2016/8/13 20:12:31","2016/8/13 20:18:43",1,18688880038,"¬¨”Í¡·"
1013,1211,8,10,397,"2016/8/13 20:23:04","2016/8/13 20:31:28",1,18688880410,"–Ï∫£—‡"
1249,1477,2,14,545,"2016/8/13 20:23:09","2016/8/13 20:35:30",1,18688880676,"–¡”Ò≥Ω"
1305,1184,2,13,579,"2016/8/13 20:27:07","2016/8/13 20:31:53",1,18688880363,"’‘ü@Œı"
1007,1241,8,14,789,"2016/8/13 20:29:05","2016/8/13 20:43:51",1,18688880439,"–Ï≥Ω≈Ê"
1315,1119,5,13,439,"2016/8/13 20:32:35","2016/8/13 20:39:49",1,18688880315,"ª∆Œƒ–˘"
1204,1235,3,16,531,"2016/8/13 20:35:03","2016/8/13 20:53:37",1,18688880433,"∫˙¬ÿ√¿"
1133,1093,4,8,273,"2016/8/13 20:43:20","2016/8/13 20:56:30",1,18688880172,"∫´”ÍŒı"
1085,1165,6,10,202,"2016/8/13 20:57:24","2016/8/13 21:15:19",1,18688880131,"…Ú∑…"
768,1515,4,10,314,"2016/8/13 20:58:57","2016/8/13 21:08:24",1,18688880714,"—¶”Ò…˙"
579,1312,8,14,930,"2016/8/13 21:08:01","2016/8/13 21:12:13",1,18688880511,"π˙ ´Ê√"
1229,1559,5,14,432,"2016/8/13 21:12:26","2016/8/13 21:19:19",1,18688880758,"ÕıÀ∏Ê√"
1310,1165,2,14,791,"2016/8/13 21:22:15","2016/8/13 21:33:59",1,18688880294,"’≈√Œ—˛"
1318,1154,2,31,1076,"2016/8/13 21:39:08","2016/8/13 21:50:58",1,18688880227,"œ∞”¢∫≠"
1243,1217,2,5,170,"2016/8/13 21:43:40","2016/8/13 21:58:18",1,18688880416,"¿ÓÍª«´"
509,1174,5,11,481,"2016/8/13 21:47:32","2016/8/13 21:52:31",1,18688880353,"≥¬”Í–¿"
1075,1202,6,6,317,"2016/8/13 21:55:25","2016/8/13 22:04:33",1,18688880401,"–Ï”¿÷•"
1136,1096,4,6,251,"2016/8/13 21:57:52","2016/8/13 22:05:43",1,18688880175,"’≈ËÓ⁄æ"
809,1103,5,15,514,"2016/8/14 11:37:49","2016/8/14 11:40:49",1,18688880210,"πÿÕ•"
190,1480,6,10,378,"2016/8/14 11:40:07","2016/8/14 11:53:10",1,18688880679,"–¡∏˝√˜"
282,1521,6,13,734,"2016/8/14 11:45:07","2016/8/14 11:51:18",1,18688880720,"—¶ÊÎº—"
798,1218,2,3,127,"2016/8/14 11:47:46","2016/8/14 12:00:47",1,18688880417,"’‘”ÓÏ˜"
802,1528,2,7,604,"2016/8/14 12:02:39","2016/8/14 12:18:39",1,18688880727,"œƒ∫∆÷•"
783,1350,8,22,823,"2016/8/14 12:05:37","2016/8/14 12:22:24",1,18688880549,"›˛º“¥∫"
808,1133,3,9,262,"2016/8/14 12:09:25","2016/8/14 12:15:56",1,18688880262,"ÕıÀº◊ø"
839,1140,4,8,383,"2016/8/14 12:14:32","2016/8/14 12:24:41",1,18688880322,"∑Îœ˛Ê√"
340,1230,3,8,232,"2016/8/14 12:30:54","2016/8/14 12:34:21",1,18688880428,"…ÚΩ‹"
847,1457,8,17,745,"2016/8/14 12:32:27","2016/8/14 12:37:15",1,18688880656,"≈£”¿¡¢"
893,1581,2,6,355,"2016/8/14 12:35:31","2016/8/14 12:45:54",1,18688880780,"∏ﬂ»ÛÂ∑"
379,1189,8,16,604,"2016/8/14 12:37:06","2016/8/14 12:47:43",1,18688880368,"–ÏÁÊ"
787,1413,2,6,157,"2016/8/14 13:49:44","2016/8/14 14:05:01",1,18688880612,"◊øÃÏ“Ò"
718,1221,4,9,475,"2016/8/14 17:02:59","2016/8/14 17:13:42",1,18688880420,"’≈π‚Œı"
1062,1127,4,20,850,"2016/8/14 17:07:05","2016/8/14 17:19:16",1,18688880218,"”‡Ω≠ÃŒ"
723,1142,6,15,602,"2016/8/14 17:07:09","2016/8/14 17:22:06",1,18688880271,"’≈–ÒΩ≠"
1260,1265,2,15,628,"2016/8/14 17:08:29","2016/8/14 17:24:42",1,18688880463,"¿Ó ´‘œ"
1093,1471,8,6,267,"2016/8/14 17:31:29","2016/8/14 17:36:46",1,18688880670,"∑∂ÃÏ”Ó"
1092,1101,8,12,866,"2016/8/14 17:44:37","2016/8/14 17:55:51",1,18688880180,"∫˙◊”›Ê"
1018,1152,4,5,487,"2016/8/14 17:45:22","2016/8/14 17:51:43",1,18688880281,"∫˙ È—˛"
1052,1125,2,9,268,"2016/8/14 17:59:54","2016/8/14 18:05:55",1,18688880317,"÷‹◊”–˘"
1202,1122,8,7,156,"2016/8/14 18:03:21","2016/8/14 18:44:21",1,18688880316,"÷ÏÓ⁄"
1286,1235,5,22,667,"2016/8/14 18:04:58","2016/8/14 18:20:27",1,18688880433,"∫˙¬ÿ√¿"
1242,1353,4,19,979,"2016/8/14 18:06:23","2016/8/14 18:13:05",1,18688880552,"¬Û”±÷•"
1322,1323,6,13,635,"2016/8/14 18:15:13","2016/8/14 18:20:42",1,18688880522,"π¡¢Ωı"
1100,1167,3,15,628,"2016/8/14 18:17:51","2016/8/14 18:22:04",1,18688880296,"≈Ì◊”ÍÃ"
1101,1214,6,6,146,"2016/8/14 18:24:30","2016/8/14 18:38:03",1,18688880413,"…ÚºŒ“«"
1180,1461,6,21,665,"2016/8/14 18:33:19","2016/8/14 18:38:37",1,18688880660,"≈£∫Ï∫Ï"
1185,1172,5,16,814,"2016/8/14 18:34:53","2016/8/14 18:42:48",1,18688880351,"–Ï–¿”Ë"
543,1160,2,7,136,"2016/8/14 18:51:40","2016/8/14 19:04:12",1,18688880289,"ÀÔ‘£∫£"
1079,1333,2,15,829,"2016/8/14 19:14:11","2016/8/14 19:59:11",1,18688880532,"Œ¿≥¨"
1086,1512,6,16,865,"2016/8/14 19:15:35","2016/8/14 19:28:49",1,18688880711,"Œ∫ˆÃ±˘"
1289,1261,6,6,465,"2016/8/14 19:15:55","2016/8/14 19:19:50",1,18688880459,"ÀÔ”ÍœË"
1272,1155,6,11,360,"2016/8/14 19:30:21","2016/8/14 19:35:32",1,18688880327,"œ∞“ª±˘"
756,1147,3,5,328,"2016/8/14 19:33:43","2016/8/14 19:47:06",1,18688880125,"◊ø”¿√∑"
1112,1497,3,19,570,"2016/8/14 19:34:20","2016/8/14 19:49:06",1,18688880696,"≥Ã‘∆ÃÏ"
1280,1293,5,12,527,"2016/8/14 19:41:18","2016/8/14 19:48:31",1,18688880492,"∆—ÀÆ¡´"
1232,1185,8,12,646,"2016/8/14 19:42:02","2016/8/14 19:55:06",1,18688880364,"∫˙–«‘Û"
1059,1423,3,6,245,"2016/8/14 19:43:03","2016/8/14 19:53:03",1,18688880622,"∑∂∞¨ Ø"
1295,1130,4,29,953,"2016/8/14 19:49:01","2016/8/14 20:04:06",1,18688880259,"ÀÔø◊◊Œ"
1033,1084,2,33,1083,"2016/8/14 19:49:44","2016/8/14 20:04:50",1,18688880163,"’≈æ∏ˆ©"
1234,1359,6,14,746,"2016/8/14 19:54:05","2016/8/14 19:59:49",1,18688880558,"“◊º™‰–"
1279,1248,4,11,351,"2016/8/14 20:07:29","2016/8/14 20:17:18",1,18688880446,"∫˙∏ÇÃŒ"
1094,1088,7,23,769,"2016/8/14 20:15:01","2016/8/14 20:24:11",1,18688880205,"”⁄æ∏"
567,1406,6,14,456,"2016/8/14 20:15:08","2016/8/14 20:22:39",1,18688880605,"ƒ˛ÀÆ¡È"
1276,1516,4,8,500,"2016/8/14 20:21:38","2016/8/14 20:29:42",1,18688880715,"—¶√¿≥ø"
522,1379,8,7,165,"2016/8/14 20:36:34","2016/8/14 20:40:48",1,18688880578,"÷Ÿ÷æ«ø"
1296,1122,10,6,274,"2016/8/14 20:36:35","2016/8/14 20:48:01",1,18688880251,"‘¨÷æΩ‹"
1257,1566,5,14,989,"2016/8/14 20:51:23","2016/8/14 21:04:29",1,18688880765,"Õı∞Ó»®"
1048,1124,6,7,301,"2016/8/14 20:55:22","2016/8/14 20:27:22",1,18688880217,"÷‹Ó⁄ÕÆ"
904,1420,5,9,310,"2016/8/14 20:55:29","2016/8/14 21:03:55",1,18688880619,"“¸ø°È™"
1181,1604,6,25,799,"2016/8/14 20:56:54","2016/8/14 21:11:46",1,18688880803,"≤Ò…‚¡À"
1098,1560,6,9,210,"2016/8/14 21:04:55","2016/8/14 21:18:51",1,18688880759,"Õı”⁄üˆ"
1151,1363,6,15,933,"2016/8/14 21:12:41","2016/8/14 21:09:41",1,18688880562,"“◊◊œ–˘"
1073,1415,8,15,847,"2016/8/14 21:14:57","2016/8/14 21:27:02",1,18688880614,"◊ø‘ΩÓ»"
745,1549,8,14,915,"2016/8/14 21:18:14","2016/8/14 21:28:07",1,18688880748,"Õıø¬√»"
1168,1548,3,10,168,"2016/8/14 21:31:27","2016/8/14 21:38:55",1,18688880747,"Õı≈À≈À"
1035,1549,10,2,95,"2016/8/14 21:35:09","2016/8/14 21:39:46",1,18688880748,"Õıø¬√»"
1057,1551,5,4,196,"2016/8/14 21:39:06","2016/8/14 21:16:06",1,18688880750,"ÕıΩı≈Ù"
1071,1165,10,24,1282,"2016/8/14 21:41:04","2016/8/14 21:44:56",1,18688880131,"…Ú∑…"
1143,1158,2,7,199,"2016/8/14 21:57:33","2016/8/14 22:09:29",1,18688880287,"∫˙ºŒ„Î"
162,1538,10,18,1101,"2016/8/15 11:16:03","2016/8/15 11:35:03",1,18688880737,"≤Ã”ÍÕ©"
277,1231,2,5,149,"2016/8/15 11:28:56","2016/8/15 11:46:56",1,18688880429,"ÀÔÎ˜"
173,1486,4,12,336,"2016/8/15 12:09:39","2016/8/15 12:23:39",1,18688880685,"–Ã–«‘®"
280,1522,2,5,170,"2016/8/15 12:24:47","2016/8/15 12:43:47",1,18688880721,"—¶±Û—”"
272,1007,5,13,469,"2016/8/15 12:59:37","2016/8/15 13:05:39",1,18688880026,"‘¯ƒÓœ¶"
715,1334,2,6,143,"2016/8/15 17:00:57","2016/8/15 17:18:57",1,18688880533,"◊øº—ƒ˝"
550,1118,3,7,157,"2016/8/15 17:46:04","2016/8/15 18:02:29",1,18688880197,"∫˙µ˚"
544,1084,2,7,277,"2016/8/15 17:55:22","2016/8/15 18:07:08",1,18688880104,"Œ‚«Ô”Í"
754,1149,4,10,338,"2016/8/15 17:56:29","2016/8/15 18:14:29",1,18688880278,"√´ª€"
648,1097,6,17,807,"2016/8/15 18:34:42","2016/8/15 18:39:42",1,18688880176,"”⁄∫ÍŒ∞"
698,1126,8,17,720,"2016/8/15 18:58:58","2016/8/15 19:04:56",1,18688880118,"”‡º—–¿"
625,1085,4,19,767,"2016/8/15 19:15:45","2016/8/15 19:26:45",1,18688880164,"∫˙Ω®"
497,1222,7,12,781,"2016/8/15 19:42:51","2016/8/15 19:51:51",1,18688880421,"…Ú¡¢π˙"
644,1161,3,5,309,"2016/8/15 20:37:21","2016/8/15 20:47:21",1,18688880290,"‘¨Íª"
646,1582,6,9,307,"2016/8/15 20:37:51","2016/8/15 20:52:51",1,18688880781,"∏ﬂºŒ∫≠"
664,1311,6,18,560,"2016/8/15 20:46:17","2016/8/15 20:55:17",1,18688880510,"π˙Ó£œˆ"
743,1090,10,16,1214,"2016/8/15 21:07:16","2016/8/15 21:26:16",1,18688880169,"¿Ó◊”≥Ω"
766,1156,6,14,702,"2016/8/15 21:35:35","2016/8/15 21:42:35",1,18688880285,"’≈∑º”Ô"
689,1090,5,6,353,"2016/8/15 21:48:20","2016/8/15 21:59:20",1,18688880106,"«¸œÕ"
459,1202,8,14,773,"2016/8/15 21:54:40","2016/8/15 22:07:30",1,18688880401,"–Ï”¿÷•"
353,984,3,5,163,"2016/8/16 13:05:54","2016/8/16 13:12:54",1,18688880003,"’≈Ω®ÃŒ"
172,1590,3,8,242,"2016/8/16 13:56:28","2016/8/16 14:08:29",1,18688880789,"∏ﬂË˜Œ»"
728,1562,8,19,823,"2016/8/16 17:13:58","2016/8/16 17:29:58",1,18688880761,"Õı ˜≈Û"
553,1088,6,13,406,"2016/8/16 17:18:19","2016/8/16 17:24:19",1,18688880205,"”⁄æ∏"
542,1154,3,9,281,"2016/8/16 17:30:34","2016/8/16 17:49:34",1,18688880283,"¿ÓÀº∂˜"
535,1179,7,6,128,"2016/8/16 18:21:47","2016/8/16 18:31:47",1,18688880358,"–Ï»Ù«Á"
744,1403,3,5,229,"2016/8/16 18:44:13","2016/8/16 18:59:13",1,18688880602,"’¬Í≈—˛"
738,1133,10,22,1027,"2016/8/16 20:03:54","2016/8/16 20:12:54",1,18688880220,"¬Ω¿ˆ¥Ô"
758,1223,7,18,770,"2016/8/16 21:04:04","2016/8/16 21:10:39",1,18688880422,"ÀÔ“¸›Ê"
770,1094,2,7,225,"2016/8/16 21:08:28","2016/8/16 21:27:28",1,18688880207,"¿Ó–°∂´"
727,1198,2,6,153,"2016/8/16 21:15:55","2016/8/16 21:24:55",1,18688880377,"ÀÔ≥ø–Ò"
196,1545,6,13,420,"2016/8/17 11:29:49","2016/8/17 11:49:49",1,18688880744,"ƒ™ª∂"
195,1252,6,16,652,"2016/8/17 11:45:44","2016/8/17 11:54:44",1,18688880450,"ÀÔ«Â»™"
397,1347,5,10,460,"2016/8/17 12:39:52","2016/8/17 12:59:52",1,18688880546,"›˛‘À≥¨"
